VBELN,ERDAT,AUART,KUNNR
2000000426,2023-07-09,OR,0000000011
2000006166,2022-12-06,OR,0000000379
2000006976,2024-10-11,SO,0000000481
2000007625,2024-02-01,OR,0000000009
2000003713,2023-06-10,OR,0000000309
2000004750,2024-06-27,OR,0000000119
2000001974,2024-03-31,OR,0000000210
2000007654,2023-01-08,RE,0000000217
2000003602,2024-04-07,RE,0000000049
2000003902,2024-06-20,OR,0000000246
2000008759,2025-05-13,OR,0000000344
2000002073,2023-09-24,OR,0000000034
2000003968,2025-07-29,OR,0000000111
2000009571,2024-04-25,OR,0000000348
2000006220,2023-10-13,SO,0000000155
2000001965,2024-05-29,OR,0000000294
2000001751,2024-05-09,OR,0000000356
2000003028,2024-09-23,OR,0000000349
2000000664,2024-04-27,OR,0000000215
2000007248,2024-11-28,OR,0000000488
2000009231,2023-12-31,OR,0000000402
2000001436,2025-08-22,RE,0000000145
2000000881,2024-03-24,SO,0000000178
2000009315,2023-07-12,SO,0000000275
2000008886,2025-06-01,OR,0000000024
2000006733,2024-09-10,OR,0000000319
2000005166,2024-05-11,OR,0000000030
2000006878,2022-12-04,OR,0000000313
2000006289,2025-03-13,OR,0000000057
2000000383,2024-12-25,OR,0000000379
2000007799,2025-07-09,OR,0000000462
2000004053,2024-09-05,OR,0000000022
2000002519,2024-09-12,OR,0000000487
2000001857,2024-09-18,SO,0000000190
2000004431,2024-04-18,OR,0000000308
2000009261,2025-02-02,OR,0000000067
2000008879,2025-01-31,SO,0000000231
2000002697,2024-11-03,OR,0000000059
2000007523,2024-11-02,OR,0000000218
2000007753,2022-11-19,OR,0000000114
2000005279,2024-12-09,OR,0000000390
2000009773,2023-07-26,OR,0000000076
2000008255,2022-09-23,OR,0000000339
2000009114,2023-06-01,OR,0000000433
2000002253,2025-01-23,RE,0000000465
2000008863,2023-09-20,OR,0000000277
2000009723,2023-09-26,RE,0000000157
2000005589,2024-07-10,OR,0000000266
2000002465,2023-09-17,OR,0000000014
2000004935,2024-09-09,RE,0000000375
2000006863,2024-08-14,OR,0000000467
2000007160,2024-05-21,OR,0000000368
2000000246,2023-01-27,OR,0000000412
2000008627,2025-01-06,OR,0000000172
2000005549,2024-09-19,OR,0000000301
2000004382,2024-12-11,OR,0000000465
2000002155,2023-11-23,OR,0000000028
2000001746,2024-04-09,OR,0000000313
2000003661,2023-05-31,OR,0000000041
2000003883,2023-12-04,OR,0000000180
2000000176,2025-02-09,OR,0000000360
2000006488,2026-01-04,OR,0000000014
2000000865,2022-10-14,OR,0000000400
2000008260,2024-01-25,OR,0000000400
2000006049,2023-06-01,OR,0000000185
2000002518,2023-05-13,OR,0000000381
2000007260,2022-10-08,RE,0000000446
2000001105,2024-01-09,OR,0000000408
2000004036,2023-05-16,OR,0000000115
2000009964,2024-05-13,OR,0000000343
2000008931,2023-06-22,OR,0000000009
2000003734,2023-09-28,OR,0000000310
2000001788,2024-06-04,OR,0000000390
2000007283,2023-12-01,OR,0000000084
2000008934,2024-07-29,OR,0000000056
2000001493,2023-06-24,OR,0000000443
2000006044,2025-04-20,OR,0000000355
2000001330,2022-12-25,RE,0000000393
2000004914,2022-08-30,OR,0000000368
2000001052,2023-11-17,OR,0000000424
2000006024,2023-07-04,OR,0000000302
2000009347,2024-03-03,RE,0000000336
2000006437,2024-03-26,OR,0000000020
2000004777,2023-03-21,OR,0000000205
2000005573,2023-01-05,OR,0000000266
2000002392,2024-07-24,OR,0000000369
2000003031,2024-08-28,OR,0000000196
2000009596,2024-07-01,OR,0000000362
2000006889,2024-01-28,OR,0000000382
2000008469,2024-03-29,OR,0000000204
2000008561,2025-06-11,OR,0000000347
2000001340,2024-04-19,OR,0000000490
2000006380,2025-04-25,RE,0000000334
2000008175,2022-09-02,RE,0000000331
2000001705,2022-09-09,RE,0000000388
2000003243,2024-11-17,OR,0000000016
2000006335,2023-02-18,RE,0000000211
2000009489,2024-10-02,OR,0000000206
2000002056,2022-12-21,OR,0000000099
2000009956,2023-04-03,OR,0000000321
2000006138,2024-11-06,OR,0000000184
2000002814,,RE,0000000255
2000003843,2023-09-19,OR,0000000293
2000001955,2022-12-25,OR,0000000118
2000007367,2025-03-18,OR,0000000156
2000008967,2024-03-04,OR,0000000179
2000008178,2025-02-09,SO,0000000225
2000007264,2024-10-13,OR,0000000242
2000004034,2025-06-08,OR,0000000358
2000006435,2025-06-06,OR,0000000125
2000004411,2023-08-16,OR,0000000260
2000008013,2024-12-26,RE,0000000378
2000000673,2025-03-08,OR,0000000447
2000005156,2024-08-30,OR,0000000045
2000005707,2024-09-12,RE,0000000428
2000004159,2022-09-01,OR,0000000215
2000000447,2023-03-16,OR,0000000441
2000009402,2025-08-13,OR,0000000236
2000006008,2023-02-14,OR,0000000129
2000001361,2023-11-09,OR,0000000269
2000000969,2023-03-28,OR,0000000193
2000008574,2022-11-07,OR,0000000121
2000007151,2023-08-31,SO,0000000219
2000004121,2022-10-06,OR,0000000335
2000009765,2023-03-19,OR,0000000143
2000003481,2025-02-17,SO,0000000489
2000004771,2024-01-17,OR,0000000097
2000001614,2026-04-25,OR,0000000235
2000007375,2024-01-23,OR,0000000431
2000007671,2025-08-20,RE,0000000166
2000000349,2023-01-26,OR,0000000068
2000000973,2024-07-05,OR,0000000436
2000006975,2024-07-27,OR,0000000391
2000000980,2024-11-07,OR,0000000059
2000006855,2023-10-12,OR,0000000126
2000004214,2024-12-21,OR,0000000059
2000009980,2022-11-21,OR,0000000402
2000008060,2022-12-27,OR,0000000376
2000000770,2023-03-18,OR,0000000118
2000000796,2023-07-14,OR,0000000090
2000009086,2023-07-23,OR,0000000046
2000009064,2023-07-05,OR,0000000417
2000002271,2023-05-27,OR,0000000122
2000009422,2025-07-21,OR,0000000150
2000006421,2024-11-20,OR,0000000263
2000009445,2022-11-21,OR,0000000421
2000002885,2022-11-24,OR,0000000174
2000002081,2025-03-26,OR,0000000323
2000006882,2024-07-01,SO,0000000039
2000006402,2024-08-02,OR,0000000291
2000005625,2024-07-08,RE,0000000347
2000002875,2024-10-05,OR,0000000066
2000009864,2024-12-01,RE,0000000237
2000006550,2024-01-24,OR,0000000175
2000009498,2023-06-20,OR,0000000078
2000003559,2024-06-18,OR,0000000115
2000008663,2023-11-14,OR,0000000128
2000004470,2025-07-25,OR,0000000317
2000004857,2023-02-24,OR,0000000216
2000005099,2025-06-08,OR,0000000417
2000008476,2025-02-12,OR,0000000227
2000008524,2024-06-07,OR,0000000303
2000001278,2025-07-12,OR,0000000111
2000009514,2023-05-13,OR,0000000358
2000002342,2022-11-01,OR,0000000160
2000004699,2022-12-14,OR,0000000068
2000006149,2024-02-08,OR,0000000222
2000003389,2022-11-22,SO,0000000417
2000007712,2023-09-17,OR,0000000255
2000008491,2023-06-29,OR,0000000060
2000004282,2023-12-26,OR,0000000085
2000007420,2022-09-17,OR,0000000302
2000003347,2023-10-05,OR,0000000008
2000000517,2022-11-11,OR,0000000055
2000007481,,OR,0000000118
2000000120,2025-03-07,OR,0000000500
2000001243,2022-11-28,RE,0000000281
2000007431,2023-12-11,OR,0000000320
2000008703,2024-10-07,OR,0000000369
2000008498,2022-10-08,OR,0000000499
2000000733,2024-11-28,RE,0000000235
2000007608,2023-01-05,OR,0000000062
2000002547,2023-01-13,OR,0000000329
2000001115,2024-01-12,OR,0000000040
2000002965,2025-05-28,OR,0000000037
2000004604,2025-03-06,OR,0000000494
2000008997,2025-01-26,OR,0000000080
2000008594,2023-04-09,RE,0000000199
2000001690,2022-12-02,OR,0000000293
2000004683,2024-10-12,OR,0000000199
2000002829,2024-01-01,OR,0000000092
2000009510,2024-09-04,OR,0000000419
2000005348,2023-05-12,OR,0000000085
2000006735,2024-11-02,OR,0000000261
2000002480,2023-03-08,OR,0000000195
2000002121,2023-11-18,OR,0000000042
2000002894,2022-11-30,OR,0000000352
2000000806,2024-06-27,OR,0000000142
2000005542,2023-01-16,OR,0000000194
2000002004,2025-08-06,OR,0000000065
2000004566,2024-03-25,RE,0000000095
2000005305,2023-06-06,RE,0000000169
2000009262,2024-11-17,RE,0000000391
2000003856,2023-01-01,OR,0000000303
2000006461,2025-07-21,OR,0000000122
2000008599,2025-07-28,OR,0000000272
2000006169,2024-11-23,OR,0000000277
2000008896,2023-12-07,OR,0000000215
2000003899,2023-09-12,OR,0000000151
2000005939,2025-02-01,OR,0000000272
2000007412,2023-05-10,OR,0000000490
2000006885,2025-06-11,OR,0000000039
2000003471,2024-07-14,OR,0000000163
2000001597,2024-12-28,SO,0000000462
2000002308,2025-08-22,RE,0000000315
2000006306,2025-01-30,OR,0000000111
2000008511,2025-02-07,OR,0000000025
2000002070,2023-11-06,OR,0000000224
2000007309,2023-12-16,RE,0000000208
2000005291,2023-08-23,OR,0000000135
2000009119,2023-11-10,RE,0000000456
2000009655,2023-11-08,OR,0000000250
2000006216,2024-02-16,OR,0000000289
2000004941,2022-11-06,OR,0000000356
2000000677,2024-03-24,OR,0000000483
2000000396,2024-12-19,OR,0000000147
2000007403,2024-04-29,SO,0000000158
2000008299,2025-01-11,OR,0000000232
2000006240,2025-01-17,OR,0000000435
2000005668,2022-12-19,OR,0000000449
2000002545,2022-10-23,OR,0000000171
2000000768,2025-01-06,OR,0000000346
2000005013,2024-01-27,OR,0000000292
2000001541,2024-09-13,OR,0000000206
2000008544,2022-09-28,OR,0000000140
2000001437,2023-08-08,OR,0000000100
2000006385,2023-02-18,SO,0000000180
2000003174,2025-02-27,OR,0000000103
2000006321,2023-03-10,OR,0000000192
2000004605,,OR,0000000246
2000001716,2024-01-21,OR,0000000098
2000001566,2025-05-07,OR,0000000299
2000005224,2023-11-05,OR,0000000456
2000002315,2023-05-22,OR,0000000228
2000005030,2024-06-17,OR,0000000330
2000003074,2023-08-25,OR,0000000003
2000005047,2023-04-01,OR,0000000071
2000003280,2022-12-14,OR,0000000063
2000005328,2023-05-26,OR,0000000460
2000008050,2023-04-28,OR,0000000382
2000009129,2025-03-25,OR,0000000033
2000009470,2022-12-30,OR,0000000350
2000006798,2024-06-03,RE,0000000246
2000004368,2023-07-23,OR,0000000245
2000008145,2023-06-11,OR,0000000471
2000007005,2025-10-29,OR,0000000249
2000004130,2024-04-07,OR,0000000168
2000009288,2024-04-27,OR,0000000081
2000009290,2023-10-26,OR,0000000472
2000000869,2024-06-02,OR,0000000294
2000005809,2024-02-20,OR,0000000269
2000008630,2022-12-20,OR,0000000022
2000008813,2023-06-07,OR,0000000498
2000007081,2023-07-22,SO,0000000471
2000004803,2023-09-09,OR,0000000371
2000006372,2022-09-24,OR,0000000498
2000008479,2024-05-08,SO,0000000057
2000004397,2023-06-14,OR,0000000219
2000000880,2024-01-12,RE,0000000381
2000001997,2025-05-10,OR,0000000463
2000004490,2025-08-23,OR,0000000221
2000002551,2024-09-19,OR,0000000072
2000003821,2024-11-16,OR,0000000284
2000000298,2023-02-07,SO,0000000203
2000007329,2023-11-24,OR,0000000185
2000001062,2024-02-13,RE,0000000454
2000004211,2024-10-18,OR,0000000275
2000008521,2024-05-28,OR,0000000031
2000001188,2023-03-09,OR,0000000274
2000008575,2025-02-21,OR,0000000336
2000008955,2023-07-06,OR,0000000031
2000007710,2025-05-22,OR,0000000164
2000002031,2025-07-05,OR,0000000351
2000004063,2023-08-10,OR,0000000204
2000002275,2025-01-23,OR,0000000493
2000002872,2024-04-07,OR,0000000335
2000000493,2023-08-25,OR,0000000196
2000006906,2024-05-30,OR,0000000014
2000008436,2023-02-07,RE,0000000459
2000003344,2022-12-28,OR,0000000326
2000007909,2023-03-19,SO,0000000350
2000000408,2025-08-21,OR,0000000390
2000009043,2022-09-28,OR,0000000408
2000007853,2023-07-24,OR,0000000099
2000006843,2022-11-08,RE,0000000446
2000003796,2022-09-02,OR,0000000399
2000006901,2024-09-19,OR,0000000268
2000007404,2024-03-20,OR,0000000100
2000002053,2023-10-25,OR,0000000187
2000000468,2022-11-13,OR,0000000314
2000008250,2024-03-09,OR,0000000332
2000009978,2022-10-25,OR,0000000296
2000002364,2024-09-08,OR,0000000195
2000005646,2023-10-21,RE,0000000433
2000006682,2024-02-29,OR,0000000402
2000000262,2023-03-21,OR,0000000319
2000003832,2025-07-28,OR,0000000132
2000000222,2022-12-25,OR,0000000433
2000003767,2022-08-27,OR,0000000357
2000008818,2024-09-06,OR,0000000223
2000006525,2025-03-23,SO,0000000008
2000004167,2024-04-09,OR,0000000027
2000000478,2023-02-01,OR,0000000152
2000008804,2023-03-11,OR,0000000128
2000007244,2024-02-17,OR,0000000313
2000008974,2023-02-13,RE,0000000486
2000009855,2022-10-27,OR,0000000372
2000007377,2024-05-07,OR,0000000003
2000008905,2023-04-12,OR,0000000111
2000005344,2025-07-07,RE,0000000122
2000008218,2026-04-17,OR,0000000070
2000008134,2025-04-17,OR,0000000067
2000000213,2023-05-12,OR,0000000047
2000001886,2024-10-10,OR,0000000212
2000006223,2025-01-18,OR,0000000169
2000002835,2023-12-08,OR,0000000403
2000002782,2024-02-06,OR,0000000147
2000003201,2023-06-03,OR,0000000416
2000000113,2024-01-24,OR,0000000127
2000005193,2024-12-18,OR,0000000176
2000007483,2023-07-06,OR,0000000126
2000004297,2023-11-19,OR,0000000248
2000006467,2024-06-21,OR,0000000295
2000005858,2025-04-14,OR,0000000021
2000007152,2026-05-19,OR,0000000497
2000007746,2024-10-17,OR,0000000169
2000000433,2025-06-16,OR,0000000037
2000006259,2023-03-09,SO,0000000051
2000004322,2024-03-31,OR,0000000255
2000005821,2024-03-05,OR,0000000464
2000004183,2022-10-29,SO,0000000099
2000008119,2024-07-31,OR,0000000400
2000008470,2023-10-02,OR,0000000095
2000005704,2023-07-08,RE,0000000411
2000006491,2025-08-06,RE,0000000224
2000001735,2024-09-12,RE,0000000312
2000004312,2023-10-24,OR,0000000127
2000005960,2023-02-08,SO,0000000405
2000007912,2024-03-07,OR,0000000247
2000001324,2025-03-19,OR,0000000470
2000008568,2024-06-14,SO,0000000052
2000002047,2024-08-13,OR,0000000404
2000001801,2024-07-07,OR,0000000030
2000005235,2026-03-10,OR,0000000469
2000007789,2022-09-08,OR,0000000013
2000005886,2023-03-07,OR,0000000480
2000009059,2025-01-16,OR,0000000500
2000006571,2024-09-28,OR,0000000007
2000002038,2024-11-03,OR,0000000260
2000004363,2025-07-21,OR,0000000352
2000002797,2023-01-05,RE,0000000415
2000003571,,OR,0000000339
2000003175,2024-09-21,OR,0000000494
2000006656,2025-05-19,OR,0000000448
2000003259,2023-09-15,OR,0000000238
2000001344,2023-04-28,OR,0000000338
2000001858,2023-12-06,OR,0000000431
2000008230,2023-02-25,OR,0000000462
2000005892,2024-05-13,RE,0000000177
2000007477,2023-06-27,SO,0000000052
2000009751,2023-02-07,SO,0000000498
2000007550,2024-04-07,RE,0000000116
2000004599,2023-02-16,RE,0000000043
2000000717,2023-07-17,OR,0000000102
2000001643,2023-03-08,OR,0000000429
2000001366,,OR,0000000279
2000004004,2025-04-20,OR,0000000008
2000004245,2023-08-19,OR,0000000118
2000004260,2023-09-12,OR,0000000267
2000006275,2023-09-28,OR,0000000246
2000006696,2023-02-15,OR,0000000222
2000006945,2023-10-24,OR,0000000500
2000000161,2025-05-23,OR,0000000476
2000007119,2023-05-04,OR,0000000341
2000000191,,OR,0000000026
2000009118,2023-04-28,OR,0000000077
2000003317,2023-04-12,OR,0000000107
2000000438,2024-04-01,OR,0000000302
2000007522,2024-11-24,SO,0000000395
2000003221,2024-12-18,OR,0000000059
2000001577,2024-08-23,OR,0000000452
2000001076,2025-03-01,OR,0000000143
2000005257,2025-06-13,OR,0000000122
2000008384,2025-03-28,OR,0000000229
2000007576,2024-10-05,OR,0000000101
2000002841,2022-08-31,OR,0000000304
2000001049,2025-04-23,OR,0000000140
2000005715,2023-10-27,SO,0000000224
2000002035,2024-11-26,SO,0000000419
2000009364,2024-08-30,OR,0000000095
2000000093,2024-02-25,OR,0000000027
2000004040,2023-08-14,OR,0000000040
2000002017,2024-12-20,OR,0000000430
2000005906,2023-07-21,OR,0000000337
2000004704,2024-04-02,OR,0000000248
2000001830,2025-07-25,OR,0000000396
2000001391,2025-05-02,OR,0000000455
2000006772,2024-01-01,OR,0000000440
2000001594,2023-10-05,RE,0000000497
2000000914,2024-01-06,OR,0000000081
2000007864,2024-12-25,OR,0000000212
2000003969,2022-09-03,RE,0000000286
2000005931,,SO,0000000343
2000001756,2024-07-02,OR,0000000481
2000003885,2024-03-06,OR,0000000297
2000007773,2024-10-19,SO,0000000153
2000004808,2024-01-27,RE,0000000163
2000009361,2024-10-20,OR,0000000381
2000003116,2024-12-11,OR,0000000324
2000009558,2024-08-14,OR,0000000271
2000006019,2024-03-04,OR,0000000182
2000001926,2022-11-11,OR,0000000284
2000004445,2023-10-12,OR,0000000452
2000002866,2023-02-22,RE,0000000165
2000003863,2022-09-06,OR,0000000016
2000007190,2023-10-13,OR,0000000372
2000000096,2023-11-05,OR,0000000436
2000009930,2023-01-14,OR,0000000118
2000007757,2022-09-27,OR,0000000071
2000006315,2024-02-23,OR,0000000137
2000003075,2023-05-27,OR,0000000363
2000008376,2025-02-03,OR,0000000018
2000009356,2025-01-18,RE,0000000315
2000000900,2023-09-15,OR,0000000411
2000007547,2024-03-30,OR,0000000264
2000008542,2023-03-10,OR,0000000380
2000002570,2024-11-14,RE,0000000309
2000009138,2023-11-01,OR,0000000108
2000004538,2023-07-02,OR,0000000126
2000003393,2024-06-22,OR,0000000358
2000003645,2023-03-23,OR,0000000064
2000000705,2023-10-04,OR,0000000323
2000005499,2023-07-08,OR,0000000455
2000007234,2023-11-17,OR,0000000052
2000004101,2024-05-16,OR,0000000262
2000001002,2024-11-16,OR,0000000295
2000002564,2025-06-27,OR,0000000138
2000005363,2024-08-06,OR,0000000062
2000005255,,OR,0000000366
2000009617,2025-04-08,SO,0000000218
2000003614,2024-05-19,OR,0000000393
2000004241,2024-10-10,OR,0000000050
2000004500,2024-08-18,OR,0000000307
2000005975,2023-12-15,OR,0000000417
2000007950,2024-04-26,RE,0000000165
2000008533,2022-09-30,OR,0000000171
2000004519,2023-10-10,RE,0000000347
2000001153,2024-05-26,OR,0000000153
2000005987,2023-03-17,OR,0000000459
2000006263,2023-08-25,OR,0000000412
2000001084,2024-07-26,OR,0000000223
2000002586,2023-12-11,OR,0000000287
2000007373,2024-03-26,OR,0000000255
2000003222,2025-06-16,OR,0000000242
2000006736,2024-08-17,OR,0000000329
2000006171,2024-12-01,OR,0000000037
2000006754,2025-07-01,OR,0000000451
2000002849,2024-05-18,OR,0000000370
2000005468,2024-04-11,OR,0000000132
2000005610,2022-10-31,OR,0000000211
2000003974,2024-03-30,OR,0000000119
2000008921,2024-06-03,OR,0000000454
2000005079,2023-02-18,OR,0000000480
2000001693,2023-04-11,OR,0000000026
2000001598,2023-09-28,OR,0000000325
2000006278,2023-08-02,RE,0000000190
2000006499,2023-01-08,SO,0000000064
2000001223,2024-04-18,OR,0000000398
2000009506,2023-07-05,OR,0000000129
2000000605,2024-12-27,OR,0000000406
2000001694,2023-07-18,OR,0000000012
2000009973,2025-06-17,OR,0000000102
2000008833,2024-08-05,OR,0000000166
2000004525,2024-10-02,OR,0000000222
2000008748,2024-07-27,OR,0000000207
2000005206,2023-05-29,OR,0000000040
2000000126,2023-11-13,OR,0000000058
2000004512,2024-10-12,SO,0000000336
2000005725,2024-03-20,OR,0000000168
2000007173,2023-05-26,OR,0000000281
2000007546,2024-07-13,OR,0000000369
2000002820,2025-06-27,OR,0000000171
2000003590,2024-01-11,OR,0000000481
2000002022,2025-06-26,SO,0000000407
2000002274,2025-05-05,OR,0000000294
2000004761,2024-03-15,OR,0000000491
2000009653,2023-12-18,OR,0000000274
2000004003,2023-12-14,OR,0000000110
2000004681,2025-07-09,OR,0000000394
2000004071,2025-05-21,OR,0000000494
2000001913,2025-05-07,SO,0000000177
2000008365,2024-03-17,OR,0000000492
2000007648,2022-10-08,RE,0000000037
2000001061,2023-09-12,OR,0000000443
2000008382,2022-11-30,OR,0000000369
2000002464,2024-04-27,OR,0000000479
2000002286,2024-06-26,OR,0000000086
2000009584,2023-05-10,OR,0000000468
2000003549,2023-06-22,OR,0000000370
2000003427,2023-08-30,SO,0000000336
2000001496,2024-04-21,OR,0000000498
2000004201,2025-03-31,OR,0000000110
2000000454,,OR,0000000103
2000001425,2024-07-19,OR,0000000422
2000008089,2024-05-07,OR,0000000438
2000006135,2023-01-10,OR,0000000249
2000007470,2025-06-14,RE,0000000413
2000004654,2025-05-30,OR,0000000027
2000001963,2023-05-23,OR,0000000154
2000005453,2024-05-27,OR,0000000313
2000003336,2025-03-08,OR,0000000089
2000005839,2023-05-31,SO,0000000010
2000002197,2024-11-22,OR,0000000177
2000003588,2025-07-23,SO,0000000153
2000008303,2023-04-07,OR,0000000099
2000001761,2023-10-17,OR,0000000021
2000003553,2023-12-20,OR,0000000461
2000003708,2024-03-16,SO,0000000118
2000004114,2023-06-16,OR,0000000340
2000007220,2022-11-06,OR,0000000272
2000001745,2023-09-09,OR,0000000238
2000000106,2022-09-02,OR,0000000315
2000006985,2023-12-22,RE,0000000177
2000002278,2022-12-08,OR,0000000321
2000007933,2024-08-02,OR,0000000466
2000002789,2024-01-06,OR,0000000408
2000006802,2023-05-26,OR,0000000078
2000002546,2025-01-21,OR,0000000430
2000003408,2024-03-31,OR,0000000166
2000005180,2024-02-04,OR,0000000231
2000006290,2022-12-16,OR,0000000076
2000001317,2026-07-27,OR,0000000310
2000004181,2025-05-04,OR,0000000289
2000001296,2023-11-17,RE,0000000304
2000007517,2023-06-26,OR,0000000058
2000001023,,OR,0000000118
2000001973,2023-11-23,OR,0000000395
2000005712,2023-05-11,OR,0000000123
2000002851,2025-06-09,OR,0000000130
2000004336,2023-02-21,OR,0000000108
2000004460,2022-12-04,OR,0000000459
2000005539,2025-03-25,RE,0000000145
2000000414,2022-10-13,OR,0000000489
2000003980,2024-02-12,OR,0000000229
2000004284,2023-03-27,OR,0000000319
2000002219,2023-07-07,OR,0000000170
2000000989,2025-03-30,OR,0000000372
2000005307,2023-01-20,OR,0000000276
2000008947,2024-03-06,OR,0000000091
2000001270,2024-02-21,OR,0000000289
2000002751,2024-07-07,OR,0000000099
2000007967,2024-07-23,OR,0000000043
2000003281,2025-04-13,OR,0000000467
2000000864,2023-12-20,RE,0000000414
2000004113,2025-04-08,OR,0000000026
2000000877,2025-05-13,RE,0000000449
2000003210,2023-06-23,OR,0000000170
2000009346,2023-03-26,OR,0000000351
2000001570,2022-12-27,OR,0000000176
2000009102,2024-07-28,OR,0000000324
2000008355,2023-07-31,OR,0000000082
2000007719,2024-12-14,OR,0000000450
2000005177,2024-01-11,OR,0000000046
2000007711,2025-02-04,OR,0000000204
2000005278,2024-11-05,OR,0000000476
2000005798,2025-03-27,OR,0000000316
2000001028,2024-03-16,OR,0000000137
2000002108,2023-04-02,OR,0000000379
2000004480,2024-06-06,OR,0000000303
2000009295,2025-04-19,OR,0000000194
2000002376,2023-06-19,OR,0000000348
2000008567,2024-04-10,OR,0000000128
2000002809,2025-03-10,OR,0000000189
2000000563,2024-03-23,RE,0000000315
2000007627,2024-10-04,OR,0000000473
2000002032,2022-11-17,OR,0000000294
2000004124,2025-06-09,OR,0000000113
2000001510,2025-03-20,OR,0000000334
2000004070,2023-10-03,OR,0000000055
2000001989,2024-11-28,OR,0000000449
2000007802,2023-03-26,OR,0000000042
2000001003,2023-11-04,OR,0000000387
2000000334,2024-11-09,OR,0000000390
2000008173,2024-06-04,OR,0000000213
2000006636,2022-10-17,OR,0000000297
2000005120,2024-07-12,OR,0000000484
2000003456,2024-05-18,OR,0000000333
2000005051,2023-04-24,OR,0000000371
2000004499,2023-09-02,OR,0000000276
2000001459,2022-12-23,OR,0000000311
2000002493,2025-06-29,OR,0000000029
2000009543,2022-10-26,OR,0000000496
2000000896,2024-01-03,OR,0000000135
2000005203,2024-10-23,OR,0000000144
2000003897,2024-03-12,OR,0000000109
2000008559,2024-12-06,OR,0000000028
2000004723,2023-02-05,OR,0000000086
2000008507,2024-01-15,OR,0000000493
2000007338,2023-01-07,OR,0000000209
2000002615,2023-03-15,OR,0000000068
2000003282,2024-09-20,OR,0000000495
2000009643,2024-06-22,SO,0000000032
2000005132,2024-07-30,OR,0000000372
2000005399,2022-10-29,OR,0000000218
2000002322,2022-11-19,OR,0000000044
2000002801,2024-11-01,OR,0000000184
2000000036,2025-04-15,OR,0000000372
2000005316,2025-06-27,OR,0000000244
2000000730,2024-06-28,OR,0000000151
2000002724,2024-08-18,OR,0000000494
2000002514,2025-02-12,OR,0000000181
2000008188,2022-10-23,OR,0000000097
2000004645,2023-07-09,RE,0000000266
2000001238,2025-06-21,OR,0000000455
2000002174,2024-04-17,OR,0000000427
2000001079,2023-08-08,OR,0000000260
2000006081,2024-02-12,OR,0000000109
2000002357,2023-04-03,OR,0000000374
2000000481,2023-03-16,RE,0000000353
2000006073,2024-04-03,OR,0000000372
2000003043,2023-06-26,OR,0000000475
2000003599,2024-09-24,OR,0000000062
2000005021,2025-03-12,OR,0000000148
2000000440,2025-06-17,OR,0000000187
2000000003,2023-01-12,OR,0000000304
2000006078,2022-12-18,OR,0000000439
2000005118,2023-05-29,OR,0000000092
2000005167,2022-11-21,RE,0000000067
2000007899,2024-10-05,RE,0000000233
2000004992,2025-02-11,OR,0000000005
2000002109,2023-04-25,OR,0000000435
2000003597,2023-05-09,RE,0000000188
2000002879,2025-03-02,OR,0000000444
2000001515,2024-02-09,OR,0000000326
2000000970,2025-05-11,OR,0000000408
2000009333,2023-07-29,OR,0000000060
2000001769,,RE,0000000102
2000004354,2022-10-30,OR,0000000092
2000001492,2025-06-29,OR,0000000058
2000004821,2022-10-15,OR,0000000038
2000001106,2023-08-27,OR,0000000480
2000001786,2024-01-15,OR,0000000325
2000004395,2025-03-01,OR,0000000215
2000000648,2025-08-17,OR,0000000081
2000009469,2025-06-01,OR,0000000401
2000005626,2023-12-06,OR,0000000342
2000009093,2024-02-29,OR,0000000312
2000004613,2024-03-09,OR,0000000104
2000003686,2022-10-14,OR,0000000399
2000005989,2023-10-20,OR,0000000088
2000002910,2024-05-15,OR,0000000252
2000003037,2023-03-26,OR,0000000409
2000004608,2023-11-02,OR,0000000082
2000009088,2023-09-04,RE,0000000382
2000001254,2022-11-01,OR,0000000236
2000007102,2023-01-02,SO,0000000018
2000008894,2024-03-15,OR,0000000159
2000008099,2025-04-16,OR,0000000304
2000003292,2023-09-23,OR,0000000208
2000000991,2023-04-30,OR,0000000322
2000000849,2025-01-18,RE,0000000102
2000008961,2023-02-28,OR,0000000452
2000000055,2025-06-19,RE,0000000465
2000006012,2025-08-17,OR,0000000424
2000009813,2022-10-04,OR,0000000453
2000003052,2024-10-23,OR,0000000249
2000006746,2024-08-17,OR,0000000034
2000004806,2025-05-17,RE,0000000213
2000004075,2024-08-01,OR,0000000142
2000003936,2026-07-13,OR,0000000123
2000005885,2024-07-02,OR,0000000318
2000001311,2025-07-04,OR,0000000248
2000005742,2023-03-05,OR,0000000109
2000004656,2023-03-15,RE,0000000261
2000003094,2025-01-05,OR,0000000054
2000006364,2025-04-16,OR,0000000434
2000000152,2022-11-14,OR,0000000271
2000006650,2022-09-18,OR,0000000330
2000005090,2024-10-04,RE,0000000385
2000005362,2023-01-10,RE,0000000074
2000009917,2025-08-23,OR,0000000230
2000004719,2024-12-19,OR,0000000084
2000004251,2024-06-19,OR,0000000418
2000002663,2025-01-24,RE,0000000436
2000008944,2025-04-05,SO,0000000137
2000002476,2023-03-15,OR,0000000286
2000005766,2023-10-04,RE,0000000283
2000007110,2025-03-29,OR,0000000462
2000008888,2023-11-28,RE,0000000293
2000001744,2022-11-06,OR,0000000103
2000007033,2025-08-02,OR,0000000027
2000003956,2023-03-17,OR,0000000091
