VBELN,POSNR,MATNR,KWMENG,NETWR
2000002318,30,MAT-000738,93,115996.11
2000000487,30,MAT-000255,42,32034.66
2000002200,40,MAT-000207,76,59568.8
2000003996,30,MAT-000283,93,1798.62
2000007945,40,MAT-000470,90,10366.2
2000005141,30,MAT-000964,63,111145.23
2000004911,50,MAT-000245,26,22578.14
2000007765,50,MAT-000191,14,16151.52
2000009955,50,MAT-000120,62,44786.32
2000009872,30,MAT-000921,20,1591.0
2000003943,10,MAT-000832,10,7803.0
2000002784,30,MAT-000496,39,32795.1
2000006916,10,MAT-000582,90,177992.1
2000007304,30,MAT-000277,32,36570.88
2000002752,10,MAT-000141,41,
2000008519,20,MAT-000967,96,49399.68
2000003352,20,MAT-000266,9,7304.4
2000002830,20,MAT-000140,93,52089.3
2000007941,10,MAT-000425,59,17390.84
2000006876,10,MAT-000632,26,15886.78
2000006953,10,MAT-000334,38,4485.52
2000003287,10,MAT-000961,57,82271.52
2000009894,30,MAT-000995,54,63479.16
2000004475,20,MAT-000496,15,5457.45
2000009934,40,MAT-000526,32,23410.24
2000005131,20,MAT-000363,15,24543.15
2000002838,30,MAT-000448,81,138025.62
2000009325,30,MAT-000007,6,9264.66
2000003930,30,MAT-000006,4,1955.88
2000007136,50,MAT-000072,42,82988.22
2000006231,40,MAT-000135,18,1108.08
2000007183,50,MAT-000669,72,124518.96
2000007543,30,MAT-000115,94,85731.76
2000008479,10,MAT-000584,43,66493.91
2000001227,30,MAT-000506,25,47138.75
2000000025,20,MAT-000108,20,17652.8
2000009824,10,MAT-000106,2,2787.42
2000001356,10,MAT-000072,100,
2000005906,10,MAT-000347,81,33633.63
2000000179,40,MAT-000489,96,46771.2
2000009696,30,MAT-000063,1,620.38
2000007465,10,MAT-000479,28,42241.08
2000008680,40,MAT-000156,11,7833.87
2000008662,10,MAT-000141,10,8327.1
2000004532,30,MAT-000353,97,169316.41
2000006958,10,MAT-000461,88,167369.84
2000008003,30,MAT-000621,98,111066.34
2000006836,10,MAT-000868,7,6672.19
2000001359,20,MAT-000968,26,23716.94
2000003542,10,MAT-000417,100,75947.0
2000008078,10,MAT-000232,31,34153.01
2000005131,40,MAT-000138,48,38338.56
2000000756,30,MAT-000204,73,31424.31
2000008568,30,MAT-000413,29,24124.81
2000007532,50,MAT-000079,64,11635.2
2000006276,40,MAT-000254,96,166394.88
2000003180,20,MAT-000290,20,4134.8
2000005400,10,MAT-000673,56,21823.2
2000005585,10,MAT-000090,20,5819.6
2000002913,40,MAT-000130,90,56499.3
2000003283,10,MAT-000913,99,95236.02
2000006297,30,MAT-000656,61,101741.29
2000004860,10,MAT-000592,6,2825.64
2000000677,10,MAT-000295,71,84285.52
2000002550,30,MAT-000754,1,1893.4
2000005379,10,MAT-000470,41,46350.91
2000005171,10,MAT-000282,1,103.62
2000005631,40,MAT-000357,41,54135.99
2000005000,50,MAT-000639,46,
2000005233,20,MAT-000336,95,104240.65
2000008429,20,MAT-000911,71,13487.87
2000001426,10,MAT-000383,4,4948.36
2000001703,20,MAT-000729,36,19143.36
2000003619,10,MAT-000521,86,52510.74
2000004487,10,MAT-000481,3,174.93
2000007353,10,MAT-000973,72,
2000001047,30,MAT-000170,65,5873.4
2000004559,40,MAT-000237,37,10405.88
2000003217,20,MAT-000464,53,41228.7
2000002627,20,MAT-000074,69,115718.52
2000009555,10,MAT-000742,29,38845.79
2000006747,40,MAT-000942,83,122210.03
2000000675,20,MAT-000419,64,5430.4
2000006767,40,MAT-000809,14,8398.04
2000000367,50,MAT-000021,28,13816.32
2000008686,10,MAT-000306,32,32147.2
2000006761,10,MAT-000896,58,101501.74
2000005914,30,MAT-000701,85,56040.5
2000000398,20,MAT-000245,7,2821.91
2000008608,10,MAT-000028,94,62494.02
2000004769,40,MAT-000480,40,54976.4
2000008347,20,MAT-000828,50,82383.0
2000008528,20,MAT-000210,6,5179.98
2000008210,20,MAT-000027,78,100505.34
2000002083,10,MAT-000623,74,3153.14
2000006448,30,MAT-000926,8,311.28
2000009284,30,MAT-000615,39,62762.31
2000007179,10,MAT-000481,8,10942.0
2000003165,20,MAT-000716,74,38045.62
2000006180,50,MAT-000648,1,803.68
2000009157,30,MAT-000481,25,42212.25
2000006118,10,MAT-000584,71,9163.26
2000002349,20,MAT-000054,12,14625.24
2000000795,20,MAT-000044,78,84288.36
2000007910,20,MAT-000714,55,100782.0
2000002381,30,MAT-000764,92,2474.8
2000004190,20,MAT-000717,39,25344.54
2000004343,40,MAT-000137,1,1720.1
2000000884,20,MAT-000400,80,5157.6
2000000778,20,MAT-000567,60,77574.6
2000007068,20,MAT-000710,84,135870.0
2000003761,20,MAT-000612,52,102226.28
2000003742,10,MAT-000036,95,
2000009316,10,MAT-000312,6,6569.58
2000003268,20,MAT-000380,64,80574.72
2000004792,30,MAT-000886,56,110311.6
2000006942,40,MAT-000337,4,6727.04
2000009583,20,MAT-000397,35,5417.3
2000009716,30,MAT-000067,55,97262.0
2000004780,20,MAT-000776,76,-99698.32
2000003758,20,MAT-000054,66,8061.24
2000002415,10,MAT-000862,30,-54926.7
2000007086,40,MAT-000850,61,120747.06
2000006219,10,MAT-000189,22,38200.8
2000000410,20,MAT-000083,74,124531.64
2000000377,20,MAT-000831,30,42940.8
2000009434,20,MAT-000096,46,9365.6
2000001078,10,MAT-000654,23,28255.04
2000009825,30,MAT-000964,53,42303.54
2000006549,10,MAT-000415,34,23777.56
2000001143,10,MAT-000168,64,107021.44
2000005176,40,MAT-000657,32,4434.24
2000001362,20,MAT-000369,80,131037.6
2000000690,50,MAT-000055,60,45955.8
2000003191,10,MAT-000295,82,97106.86
2000005839,50,MAT-000020,12,16347.84
2000001030,10,MAT-000862,93,109457.28
2000008094,10,MAT-000949,54,16151.4
2000004550,20,MAT-000475,49,42390.88
2000009818,10,MAT-000042,84,139529.04
2000006052,30,MAT-000356,9,119.16
2000003224,30,MAT-000321,38,18606.32
2000007928,30,MAT-000911,87,143986.74
2000000416,50,MAT-000117,83,155722.11
2000008080,20,MAT-000518,8,12324.96
2000002156,30,MAT-000962,56,18695.6
2000008563,50,MAT-000933,2,539.78
2000005189,10,MAT-000518,54,16965.18
2000003444,40,MAT-000470,23,33895.1
2000007869,20,MAT-000302,84,131586.0
2000002524,30,MAT-000182,32,23835.52
2000001341,10,MAT-000457,20,3489.8
2000002584,40,MAT-000845,100,29724.0
2000009054,50,MAT-000243,24,44808.24
2000002188,20,MAT-000009,34,60565.22
2000007808,10,MAT-000326,55,36640.45
2000004628,20,MAT-000151,13,19120.27
2000008862,10,MAT-000720,74,40195.32
2000006892,10,MAT-000255,16,1870.88
2000008124,30,MAT-000123,41,19889.1
2000006732,40,MAT-000131,85,29510.3
2000006124,40,MAT-000898,43,80454.29
2000004259,30,MAT-000143,71,56569.96
2000008401,20,MAT-000595,88,108420.4
2000006732,30,MAT-000481,73,130445.89
2000008195,10,MAT-000071,94,172746.62
2000007493,40,MAT-000235,2,3995.2
2000001938,50,MAT-000520,81,38641.86
2000003021,30,MAT-000116,11,2530.0
2000001908,10,MAT-000155,93,90071.43
2000000240,20,MAT-000441,4,4088.32
2000002108,50,MAT-000496,75,
2000007362,10,MAT-000901,54,-68474.16
2000005067,10,MAT-000230,12,9555.72
2000001831,10,MAT-000459,50,85045.5
2000000203,20,MAT-000095,93,95203.17
2000001228,10,MAT-001000,77,66246.95
2000007581,20,MAT-000779,71,101897.78
2000004824,10,MAT-000196,71,68948.81
2000009595,20,MAT-000521,24,
2000009683,10,MAT-000078,37,44003.73
2000007028,10,MAT-000917,58,58101.5
2000004510,30,MAT-000452,41,46483.34
2000004550,10,MAT-000910,56,70066.64
2000001744,10,MAT-000062,76,52009.08
2000004014,30,MAT-000824,43,26543.9
2000001364,20,MAT-000988,91,69271.93
2000002893,20,MAT-000377,4,3840.96
2000006722,30,MAT-000875,43,28517.6
2000006303,10,MAT-000765,11,9393.01
2000005707,30,MAT-000456,29,15006.92
2000006869,10,MAT-000934,100,185724.0
2000006542,30,MAT-000184,38,53097.78
2000007481,10,MAT-000992,72,89193.6
2000005540,10,MAT-000934,23,45899.49
2000002161,10,MAT-000318,54,105335.64
2000003784,30,MAT-000140,13,19289.14
2000005372,20,MAT-000623,71,50147.3
2000008813,30,MAT-000782,7,3719.8
2000006998,30,MAT-000114,11,13955.48
2000006752,20,MAT-000259,59,6033.93
2000003852,30,MAT-000316,26,48343.1
2000005483,20,MAT-000222,22,16856.4
2000002283,40,MAT-000306,56,11547.76
2000000992,20,MAT-000241,61,103734.77
2000007450,30,MAT-000599,67,
2000004215,30,MAT-000712,95,128775.35
2000009959,30,MAT-000282,90,179073.0
2000005979,20,MAT-000055,93,117923.07
2000003176,10,MAT-000761,17,25141.47
2000001212,10,MAT-000344,93,50923.08
2000003933,10,MAT-000492,12,5503.92
2000003481,50,MAT-000654,1,1921.24
2000000161,40,MAT-000383,96,51621.12
2000005162,30,MAT-000075,42,26093.76
2000005906,40,MAT-000350,49,10797.15
2000007099,10,MAT-000693,77,
2000006372,50,MAT-000490,93,174610.29
2000007878,50,MAT-000966,1,43.98
2000004068,30,MAT-000637,37,25256.2
2000005213,10,MAT-000545,43,27500.22
2000000456,30,MAT-000834,86,
2000000191,10,MAT-000183,28,
2000004896,40,MAT-000087,71,4654.76
2000005413,20,MAT-000569,24,17974.56
2000008438,20,MAT-000695,40,61926.4
2000009251,30,MAT-000165,39,34434.27
2000004126,20,MAT-000806,7,2782.5
2000006606,10,MAT-000870,79,80098.89
2000008987,50,MAT-000828,55,15192.65
2000003537,40,MAT-000912,56,57073.52
2000007561,50,MAT-000746,78,119368.86
2000003477,40,MAT-000273,71,47031.11
2000006932,10,MAT-000796,57,105179.25
2000005251,20,MAT-000315,59,
2000006687,40,MAT-000154,96,107983.68
2000002516,20,MAT-000071,22,7540.5
2000004784,40,MAT-000681,97,168594.73
2000002665,10,MAT-000426,34,56809.24
2000002920,30,MAT-000509,70,11246.2
2000006067,10,MAT-000018,87,80195.73
2000005872,10,MAT-000443,40,18624.4
2000007401,40,MAT-000633,70,22109.5
2000009554,50,MAT-000216,13,6191.12
2000002484,40,MAT-000213,16,10017.92
2000009073,10,MAT-000802,38,22911.34
2000003532,20,MAT-000210,2,2481.26
2000003551,40,MAT-000827,93,71599.77
2000000515,40,MAT-000195,47,92817.01
2000004129,10,MAT-000795,78,79611.48
2000000666,20,MAT-000275,61,93007.92
2000001075,40,MAT-000211,48,12597.6
2000001171,40,MAT-000059,49,
2000004240,10,MAT-000466,38,52520.56
2000003958,20,MAT-000505,1,1770.29
2000001666,10,MAT-000781,66,127492.86
2000003182,30,MAT-000171,3,3268.56
2000006920,20,MAT-000842,25,31530.5
2000006890,10,MAT-000463,25,47709.25
2000006850,30,MAT-000907,47,9484.6
2000000647,20,MAT-000073,5,9072.0
2000004261,10,MAT-000538,83,34877.43
2000003671,30,MAT-000279,44,63153.2
2000001789,10,MAT-000994,48,19824.0
2000001409,40,MAT-000038,79,90492.13
2000006375,10,MAT-000880,20,11537.8
2000002906,10,MAT-000872,29,31212.41
2000004931,20,MAT-000548,75,104522.25
2000009167,20,MAT-000903,30,29931.3
2000008089,20,MAT-000364,12,13570.68
2000000225,30,MAT-000608,96,35873.28
2000004430,40,MAT-000783,100,28207.0
2000001502,30,MAT-000006,22,8629.72
2000008484,20,MAT-000160,45,
2000008227,50,MAT-000264,33,1078.44
2000003699,20,MAT-000572,90,117620.1
2000006806,20,MAT-000246,99,156472.47
2000006216,20,MAT-000277,2,3488.6
2000004013,20,MAT-000562,44,34946.56
2000008423,10,MAT-000165,78,74022.78
2000007620,40,MAT-000478,28,10372.88
2000002866,20,MAT-000653,75,115884.75
2000004054,20,MAT-000761,78,2113.8
2000009254,20,MAT-000779,82,40860.6
2000004480,20,MAT-000413,64,73906.56
2000002614,20,MAT-000948,5,6539.9
2000009961,30,MAT-000294,32,62513.28
2000003485,10,MAT-000371,94,31742.86
2000005801,10,MAT-000622,73,27380.84
2000007104,10,MAT-000356,28,33471.48
2000009714,20,MAT-000227,8,14559.84
2000002363,10,MAT-000058,13,20953.92
2000009859,20,MAT-000283,38,65946.34
2000004754,40,MAT-000417,29,39365.18
2000007415,40,MAT-000510,99,77640.75
2000005432,50,MAT-000706,26,10360.48
2000006298,40,MAT-000614,17,-14298.36
2000007535,10,MAT-000615,20,9039.0
2000008071,10,MAT-000829,18,7836.3
2000007324,20,MAT-000818,70,73875.2
2000002725,20,MAT-000789,52,34473.4
2000003112,30,MAT-000086,70,35202.3
2000009265,30,MAT-000791,95,150347.95
2000001579,40,MAT-000183,66,130201.5
2000007083,50,MAT-000414,6,3016.5
2000003448,20,MAT-000510,48,29355.36
2000004536,20,MAT-000761,56,73262.0
2000000327,30,MAT-000580,37,66451.26
2000004163,10,MAT-000078,28,46056.36
2000009298,20,MAT-000714,36,18477.0
2000003550,40,MAT-000217,42,19379.64
2000006494,10,MAT-000555,66,32696.4
2000001086,20,MAT-000680,86,95085.04
2000000998,30,MAT-000945,25,18522.25
2000007784,40,MAT-000004,14,20876.8
2000004321,30,MAT-000341,36,
2000001000,20,MAT-000564,90,116212.5
2000008838,20,MAT-000415,95,172006.05
2000006598,10,MAT-000656,33,61928.13
2000005434,50,MAT-000127,74,139805.98
2000004494,40,MAT-000646,13,9434.88
2000000974,20,MAT-000613,18,28489.5
2000006254,40,MAT-000696,3,4578.18
2000008938,20,MAT-000695,41,45119.68
2000008612,50,MAT-000626,94,182623.2
2000000927,30,MAT-000151,72,59847.12
2000007041,40,MAT-000934,45,52203.6
2000005536,10,MAT-000027,78,146062.02
2000004901,10,MAT-000389,76,10631.64
2000002497,10,MAT-000577,40,29522.0
2000005722,50,MAT-000528,32,53594.88
2000003731,20,MAT-000537,21,3666.6
2000005621,10,MAT-000602,50,76558.5
2000006411,20,MAT-000127,69,60221.82
2000001885,20,MAT-000700,80,65981.6
2000007760,30,MAT-000928,60,59584.2
2000008841,10,MAT-000309,68,61956.16
2000003480,30,MAT-000165,89,63614.53
2000000156,30,MAT-000038,87,84703.2
2000006012,30,MAT-000520,98,167794.62
2000001035,20,MAT-000530,86,17933.58
2000002425,20,MAT-000465,83,120515.17
2000007280,20,MAT-000571,92,24096.64
2000003898,20,MAT-000458,44,5128.64
2000009081,20,MAT-000175,36,3467.88
2000008431,10,MAT-000817,15,18691.95
2000005422,10,MAT-000759,5,2553.5
2000001282,30,MAT-000317,7,13638.38
2000009029,30,MAT-000504,24,37070.88
2000004126,40,MAT-000871,35,20398.7
2000003971,30,MAT-000035,82,121382.96
2000000117,10,MAT-000830,89,19951.13
2000001019,40,MAT-000405,91,34878.48
2000001015,40,MAT-000683,58,65432.12
2000009186,10,MAT-000123,81,144804.51
2000006028,50,MAT-000525,48,71067.84
2000006025,30,MAT-000896,90,32676.3
2000000856,10,MAT-000670,23,37096.7
2000008437,10,MAT-000511,52,9210.24
2000006226,10,MAT-000079,6,1777.62
2000008253,10,MAT-000979,83,140461.73
2000006215,10,MAT-000712,75,20490.0
2000002562,10,MAT-000220,80,10748.0
2000008577,30,MAT-000007,66,77911.02
2000002846,20,MAT-000132,96,72290.88
2000006594,10,MAT-000751,72,80208.72
2000007404,30,MAT-000185,100,100702.0
2000000052,10,MAT-000523,88,36904.56
2000004424,30,MAT-000257,11,11083.16
2000009138,10,MAT-000889,12,13756.08
2000006457,10,MAT-000786,92,109967.6
2000004002,20,MAT-000575,100,164810.0
2000005949,20,MAT-000702,49,56368.13
2000008918,10,MAT-000245,90,174411.9
2000008471,10,MAT-000615,34,28253.32
2000000109,40,MAT-000153,60,19165.8
2000004582,30,MAT-000994,37,63696.61
2000007196,40,MAT-000002,85,162679.8
2000002784,10,MAT-000728,6,1167.48
2000007702,10,MAT-000080,80,33957.6
2000002950,10,MAT-000561,12,4187.4
2000003856,10,MAT-000626,52,72297.16
2000000711,30,MAT-000370,39,40574.43
2000006284,20,MAT-000097,96,8527.68
2000003331,40,MAT-000615,60,68137.2
2000003417,30,MAT-000681,29,31876.22
2000005588,30,MAT-000683,62,52853.14
2000009836,20,MAT-000574,5,3503.0
2000004380,20,MAT-000928,71,31476.43
2000002899,10,MAT-000591,15,15662.7
2000003100,20,MAT-000548,14,13373.5
2000000126,20,MAT-000093,91,98536.62
2000008364,40,MAT-000748,66,115590.42
2000007066,30,MAT-000423,41,55449.22
2000001053,30,MAT-000381,30,3406.5
2000007678,30,MAT-000751,34,17240.38
2000009286,20,MAT-000946,94,74192.32
2000003994,20,MAT-000157,43,10214.22
2000002497,20,MAT-000092,49,95365.76
2000005863,30,MAT-000869,38,62498.98
2000005880,10,MAT-000071,13,17763.72
2000008021,50,MAT-000627,93,120861.87
2000003027,10,MAT-000759,30,5116.5
2000007468,30,MAT-000745,90,165629.7
2000004190,10,MAT-000836,48,72808.8
2000009383,10,MAT-000027,22,4125.44
2000001422,30,MAT-000004,10,16723.3
2000000327,10,MAT-000295,19,10079.12
2000009665,40,MAT-000899,24,31272.48
2000002799,30,MAT-000815,56,36397.2
2000003076,40,MAT-000383,66,4243.8
2000002685,50,MAT-000416,20,679.4
2000001131,20,MAT-000666,18,1567.98
2000009115,10,MAT-000106,14,6281.66
2000001117,40,MAT-000279,48,54493.92
2000002633,10,MAT-000308,100,
2000007894,10,MAT-000119,46,18779.96
2000007607,10,MAT-000746,93,104205.57
2000003028,10,MAT-000417,87,68390.7
2000006880,50,MAT-000725,44,20497.4
2000008619,30,MAT-000503,59,74919.38
2000008354,30,MAT-000405,51,73114.62
2000005020,20,MAT-000613,42,9379.44
2000001762,20,MAT-000217,51,5097.96
2000005909,50,MAT-000239,29,30038.2
2000008119,20,MAT-000443,3,5128.89
2000008949,30,MAT-000385,12,6491.04
2000009050,30,MAT-000346,89,136396.95
2000005739,10,MAT-000546,48,
2000001336,30,MAT-000454,44,13524.28
2000008436,30,MAT-000619,49,67738.09
2000009310,30,MAT-000448,91,132994.68
2000008246,10,MAT-000704,21,32593.47
2000004048,40,MAT-000905,27,395.55
2000002865,40,MAT-000757,1,895.72
2000002340,10,MAT-000858,85,104866.2
2000007259,40,MAT-000004,52,80227.68
2000003595,40,MAT-000021,75,68789.25
2000007263,20,MAT-000773,74,7219.44
2000000233,10,MAT-000472,68,25561.88
2000000337,10,MAT-000422,70,60148.9
2000008716,10,MAT-000177,11,4664.44
2000009983,30,MAT-000295,19,29143.72
2000001534,20,MAT-000308,32,55647.04
2000001536,20,MAT-000049,81,126560.07
2000001280,10,MAT-000912,97,41421.91
2000003866,20,MAT-000512,19,17506.6
2000003097,10,MAT-000152,72,63447.12
2000005737,20,MAT-000660,89,147974.07
2000004948,20,MAT-000178,3,2192.28
2000005768,20,MAT-000699,15,27098.4
2000003211,30,MAT-000211,12,13513.8
2000005528,30,MAT-000390,76,54468.44
2000007542,30,MAT-000868,52,11798.28
2000009925,10,MAT-000668,79,3381.99
2000006802,20,MAT-000901,17,26172.35
2000006571,30,MAT-000401,17,24589.65
2000002135,40,MAT-000669,96,81910.08
2000009892,30,MAT-000095,97,132266.29
2000007277,10,MAT-000571,84,10532.76
2000001483,10,MAT-000897,79,107729.93
2000004144,20,MAT-000065,90,
2000004803,10,MAT-000662,73,19244.26
2000009905,30,MAT-000021,57,108357.0
2000004998,30,MAT-000372,73,21197.74
2000005338,30,MAT-000004,52,40392.04
2000009280,10,MAT-000040,58,53806.6
2000006076,30,MAT-000853,96,184585.92
2000003066,20,MAT-000844,88,113441.68
2000000166,20,MAT-000428,1,1215.44
2000005367,30,MAT-000279,6,8378.82
2000003127,30,MAT-000803,95,71925.45
2000003199,50,MAT-000542,72,80346.96
2000008403,20,MAT-000365,58,52545.68
2000009695,50,MAT-000957,81,80887.41
2000005023,20,MAT-000705,34,27364.56
2000009190,20,MAT-000608,2,2830.54
2000008097,20,MAT-000771,87,118625.37
2000005047,30,MAT-000515,8,11794.32
2000001128,10,MAT-000594,77,75124.28
2000000538,20,MAT-000718,77,41590.78
2000009009,20,MAT-000891,3,402.03
2000002976,30,MAT-000997,91,-28344.68
2000001617,10,MAT-000932,77,83464.92
2000001459,50,MAT-000951,28,40737.2
2000004351,30,MAT-000622,72,137945.52
2000008939,40,MAT-000171,28,5558.0
2000003343,10,MAT-000170,45,1755.45
2000002827,20,MAT-000495,95,53155.35
2000004778,40,MAT-000606,1,1417.03
2000009804,40,MAT-000389,65,46326.15
2000000062,20,MAT-000546,48,95597.76
2000005461,20,MAT-000826,1,1439.59
2000001162,20,MAT-000297,84,167856.36
2000007626,10,MAT-000362,3,3986.22
2000002811,50,MAT-000728,24,24542.88
2000001318,10,MAT-000557,34,33235.68
2000003507,30,MAT-000812,67,
2000006302,30,MAT-000867,22,28739.92
2000002431,20,MAT-000076,65,18853.25
2000002380,10,MAT-000268,83,91274.27
2000009485,20,MAT-000626,91,80474.94
2000006439,30,MAT-000446,87,62030.13
2000002091,10,MAT-000890,1,1696.4
2000009634,20,MAT-000801,98,154586.18
2000000118,30,MAT-000717,47,
2000004513,30,MAT-000264,25,43913.75
2000003752,20,MAT-000532,6,1928.22
2000001092,20,MAT-000451,90,6921.0
2000007785,20,MAT-000356,56,54131.84
2000005665,30,MAT-000855,79,138239.73
2000007357,20,MAT-000532,19,
2000005911,40,MAT-000315,87,
2000005550,30,MAT-000012,62,79521.82
2000003533,30,MAT-000125,61,76101.16
2000000945,30,MAT-000055,85,21488.85
2000004792,50,MAT-000371,51,57543.81
2000007773,10,MAT-000981,30,45423.0
2000008572,30,MAT-000562,2,3171.62
2000002052,50,MAT-000779,94,161601.98
2000001958,20,MAT-000811,93,66956.28
2000003979,50,MAT-000249,65,9201.4
2000000268,10,MAT-000354,83,155136.96
2000008086,10,MAT-000801,98,22063.72
2000009564,10,MAT-000497,78,28320.24
2000004814,30,MAT-000290,76,-108698.24
2000009309,20,MAT-000707,57,70667.46
2000002273,20,MAT-000500,15,22598.85
2000001950,20,MAT-000446,77,19184.55
2000007767,20,MAT-000495,11,
2000006189,10,MAT-000726,46,84855.28
2000003928,40,MAT-000248,66,23870.22
2000008911,20,MAT-000332,25,47423.0
2000004313,10,MAT-000626,69,-89478.51
2000000712,30,MAT-000421,59,65197.36
2000006140,20,MAT-000806,87,123908.01
2000003735,20,MAT-000245,44,39394.52
2000006237,30,MAT-000514,63,96812.1
2000001803,50,MAT-000858,34,18359.66
2000006486,50,MAT-000549,66,80386.68
2000002662,10,MAT-000763,17,32615.18
2000002831,10,MAT-000773,60,96538.8
2000000798,30,MAT-000701,91,62426.91
2000003128,30,MAT-000435,52,83115.24
2000004681,40,MAT-000968,88,65968.32
2000008062,50,MAT-000705,2,597.48
2000000376,30,MAT-000631,95,175201.85
2000006635,30,MAT-000968,37,3986.75
2000007612,20,MAT-000857,31,1467.85
2000007182,20,MAT-000174,60,110218.8
2000002866,30,MAT-000858,25,41415.5
2000003768,10,MAT-000677,55,90285.8
2000006003,10,MAT-000100,14,8732.5
2000007019,20,MAT-000602,79,70376.36
2000008718,30,MAT-000279,60,38985.0
2000002572,10,MAT-000094,87,108348.06
2000004150,20,MAT-000587,78,136556.16
2000000583,20,MAT-000058,59,28111.14
2000005104,10,MAT-000513,6,422.04
2000006938,20,MAT-000712,82,
2000005981,10,MAT-000210,87,98820.69
2000003798,40,MAT-000274,25,35807.75
2000003966,20,MAT-000073,16,16285.28
2000001059,20,MAT-000379,56,69406.96
2000009519,20,MAT-000423,7,1112.51
2000006672,10,MAT-000356,23,36094.13
2000007183,30,MAT-000092,100,145261.0
2000007352,20,MAT-000927,71,10265.18
2000006192,10,MAT-000765,85,28501.35
2000004639,30,MAT-000322,65,103217.4
2000006722,20,MAT-000944,32,25530.88
2000002000,20,MAT-000526,29,
2000003980,20,MAT-000016,6,1963.44
2000002850,40,MAT-000839,48,12565.44
2000002501,20,MAT-000831,76,112413.88
2000004914,30,MAT-000031,79,119847.74
2000000600,10,MAT-000774,41,60206.45
2000001325,10,MAT-000640,80,63283.2
2000000395,10,MAT-000685,10,14451.7
2000001472,50,MAT-001000,77,38058.79
2000005030,20,MAT-000677,17,32395.54
2000009085,30,MAT-000209,49,84335.86
2000003312,10,MAT-000535,12,16719.24
2000007077,20,MAT-000242,69,130734.99
2000000585,20,MAT-000682,2,
2000008146,10,MAT-000893,2,3243.86
2000008508,20,MAT-000699,42,
2000000498,30,MAT-000988,61,110047.66
2000000139,20,MAT-000924,80,93080.0
2000003447,10,MAT-000688,99,110952.27
2000001953,10,MAT-000059,25,6953.75
2000002619,20,MAT-000485,81,80971.65
2000000002,10,MAT-000771,82,132730.12
2000003950,20,MAT-000906,47,45978.69
2000009345,10,MAT-000063,72,17521.2
2000003282,20,MAT-000464,62,98168.32
2000008975,20,MAT-000634,90,174294.0
2000004626,30,MAT-000056,62,97988.52
2000001475,20,MAT-000316,66,24561.24
2000008470,30,MAT-000669,21,35210.28
2000008036,40,MAT-000041,25,33334.75
2000005173,20,MAT-000061,49,13640.13
2000002274,20,MAT-000712,13,8327.8
2000003724,20,MAT-000279,37,51486.98
2000004891,20,MAT-000174,91,101825.36
2000007756,20,MAT-000982,22,15394.28
2000007307,20,MAT-000785,72,
2000005285,20,MAT-000194,57,15525.66
2000001598,20,MAT-000204,95,104564.6
2000003666,10,MAT-000793,4,2639.84
2000003725,20,MAT-000919,93,91073.97
2000005646,20,MAT-000319,99,159676.11
2000005179,10,MAT-000761,65,53422.85
2000004689,10,MAT-000756,56,55878.48
2000000526,20,MAT-000723,39,20040.15
2000007027,10,MAT-000925,87,117084.6
2000008155,40,MAT-000764,25,18859.75
2000008052,20,MAT-000361,5,1948.6
2000001465,40,MAT-000541,47,46101.36
2000006017,10,MAT-000235,60,8436.6
2000001586,10,MAT-000719,10,2675.5
2000002829,10,MAT-000107,60,7355.4
2000008619,50,MAT-000454,26,6171.62
2000005196,20,MAT-000104,38,69830.32
2000006365,20,MAT-000109,14,21430.92
2000004898,10,MAT-000073,78,57004.74
2000007378,30,MAT-000935,13,13294.58
2000005917,20,MAT-000771,49,73023.23
2000006384,50,MAT-000118,31,60226.49
2000007198,20,MAT-000206,56,106014.16
2000001986,20,MAT-000564,87,121343.25
2000002859,50,MAT-000347,36,63057.96
2000008911,10,MAT-000083,54,56098.98
2000003048,10,MAT-000715,56,99330.56
2000009627,20,MAT-000339,57,28007.52
2000005233,40,MAT-000085,13,24909.3
2000005471,40,MAT-000072,20,22962.2
2000006876,40,MAT-000690,80,137403.2
2000008179,20,MAT-000802,67,13651.25
2000009853,10,MAT-000302,65,8674.25
2000003680,10,MAT-000951,41,38034.06
2000004883,40,MAT-000668,62,20603.84
2000006927,20,MAT-000088,6,4243.8
2000007492,20,MAT-000342,74,72599.92
2000006915,10,MAT-000670,66,78246.96
2000001680,20,MAT-000142,77,133688.94
2000005897,10,MAT-000090,71,-77836.59
2000009788,10,MAT-000356,40,26851.2
2000008749,30,MAT-000104,8,7126.16
2000003264,30,MAT-000655,14,8518.86
2000001047,40,MAT-000367,11,-13310.99
2000005734,20,MAT-000427,16,21283.84
2000003032,20,MAT-000189,88,75025.28
2000002539,10,MAT-000195,30,
2000000606,20,MAT-000272,50,67089.0
2000004039,40,MAT-000939,41,9879.36
2000002885,20,MAT-000515,12,10413.6
2000008469,20,MAT-000218,67,59369.37
2000004428,10,MAT-000361,87,144485.25
2000005310,20,MAT-000804,72,78240.24
2000003638,10,MAT-000225,1,1993.24
2000005837,10,MAT-000899,89,21392.93
2000005167,30,MAT-000272,26,34935.42
2000009635,20,MAT-000868,25,42655.0
2000002697,40,MAT-000479,40,43684.0
2000006327,40,MAT-000580,83,26538.42
2000004913,10,MAT-000760,78,21686.34
2000009988,10,MAT-000177,44,68514.16
2000001526,10,MAT-000612,74,75072.26
2000007106,10,MAT-000054,17,1167.39
2000004309,10,MAT-000828,27,26337.69
